,id,date,team1,team2,score1,score2,vegas_spread,money_line1,money_line2,over_under,elo_prob1,raptor_prob1,elo_spread,raptor_spread
0,0,2019-10-22,TOR,NO,130,122,-6.5,-280,230,229.5,0.8868,0.7002,-13.0,-5.5
1,1,2019-10-22,LAC,LAL,112,102,3.5,150,-180,224.0,0.6958,0.5666,-5.0,-1.5
2,2,2019-10-23,IND,DET,110,119,-7.0,-300,240,211.0,0.6835,0.7627,-5.0,-7.0
3,3,2019-10-23,ORL,CLE,94,85,-9.5,-550,400,211.5,0.8443,0.8311,-10.5,-10.0
4,4,2019-10-23,CHA,CHI,126,125,3.5,145,-170,216.5,0.8055,0.4885,-9.0,0.5
5,5,2019-10-23,PHI,BOS,107,93,-5.5,-240,190,214.5,0.6462,0.7343,-3.5,-6.5
6,6,2019-10-23,MIA,MEM,120,101,-6.5,-300,240,213.0,0.6909,0.6887,-5.0,-5.0
7,7,2019-10-23,BKN,MIN,126,127,-3.5,-165,142,229.0,0.678,0.5387,-4.5,-1.0
8,8,2019-10-23,SA,NY,120,111,-11.0,-750,525,214.5,0.8729,0.8546,-12.0,-11.0
9,9,2019-10-23,DAL,WAS,108,100,-9.0,-450,350,220.0,0.6755,0.8083,-4.5,-9.0
10,10,2019-10-23,UTA,OKC,100,95,-9.0,-500,375,221.5,0.6962,0.7405,-5.0,-6.5
11,11,2019-10-23,PHX,SAC,124,95,1.0,-105,-115,232.5,0.457,0.6794,1.0,-4.5
12,12,2019-10-23,POR,DEN,100,108,1.5,100,-120,217.5,0.6617,0.4688,-4.0,1.0
13,13,2019-10-24,DET,ATL,100,117,-1.5,-125,105,221.5,0.7239,0.5809,-6.0,-2.0
14,14,2019-10-24,HOU,MIL,111,117,-1.5,-120,100,231.0,0.6531,0.7307,-4.0,-6.0
15,15,2019-10-24,GS,LAC,122,141,0.0,-110,-110,229.5,0.7724,0.6687,-7.5,-4.5
16,16,2019-10-25,BOS,TOR,112,106,-2.5,-140,120,213.0,0.4925,0.6258,0.0,-3.0
17,17,2019-10-25,CHA,MIN,99,121,5.0,180,-220,225.0,0.6751,0.3335,-4.5,4.5
18,18,2019-10-25,BKN,NY,113,109,-8.0,-360,280,228.0,0.8267,0.8543,-9.5,-11.0
19,19,2019-10-25,OKC,WAS,85,97,-8.5,-400,300,218.0,0.7784,0.809,-8.0,-9.0
20,20,2019-10-25,NO,DAL,116,123,-2.0,-130,110,227.0,0.5661,0.563,-1.5,-1.5
21,21,2019-10-25,MEM,CHI,102,110,2.0,105,-125,224.0,0.7609,0.6278,-7.0,-3.0
22,22,2019-10-25,DEN,PHX,108,107,-12.0,-1000,650,219.5,0.8744,0.8379,-12.0,-10.0
23,23,2019-10-25,SAC,POR,112,122,1.0,100,-120,227.5,0.436,0.5739,1.5,-2.0
24,24,2019-10-25,LAL,UTA,95,86,-3.5,-160,140,215.5,0.4538,0.6543,1.0,-4.0
25,25,2019-10-26,MIL,MIA,126,131,-11.5,-800,550,223.0,0.8051,0.8826,-9.0,-12.5
26,26,2019-10-26,DET,PHI,111,117,4.5,160,-190,213.0,0.4646,0.4476,1.0,1.5
27,27,2019-10-26,NY,BOS,95,118,5.5,190,-240,218.5,0.2827,0.2683,6.0,6.0
28,28,2019-10-26,ATL,ORL,103,99,2.5,115,-135,216.5,0.503,0.4577,0.0,1.0
29,29,2019-10-26,CLE,IND,110,99,4.5,160,-190,213.0,0.432,0.4235,1.5,2.0
30,30,2019-10-26,CHI,TOR,84,108,3.0,135,-155,219.5,0.2391,0.4933,7.0,0.0
31,31,2019-10-26,HOU,NO,126,123,-12.0,-1000,650,238.5,0.8749,0.8723,-12.0,-12.0
32,32,2019-10-26,SA,WAS,124,122,-11.5,-1000,650,219.5,0.7645,0.7871,-7.5,-8.0
33,33,2019-10-26,UTA,SAC,113,81,-9.0,-450,350,221.5,0.8109,0.8117,-9.0,-9.0
34,34,2019-10-26,PHX,LAC,130,122,10.0,400,-550,225.5,0.3725,0.4105,3.0,2.0
35,35,2019-10-27,OKC,GS,120,92,-1.0,-120,100,224.0,0.5296,0.6017,-0.5,-2.5
36,36,2019-10-27,MEM,BKN,134,133,4.0,150,-180,224.0,0.562,0.5832,-1.5,-2.0
37,37,2019-10-27,MIN,MIA,116,109,-7.0,-300,240,224.0,0.6079,0.8704,-2.5,-12.0
38,38,2019-10-27,DAL,POR,119,121,-2.5,-145,125,219.0,0.4707,0.6955,0.5,-5.0
39,39,2019-10-27,LAL,CHA,120,101,-13.0,-1400,800,216.5,0.6479,0.9034,-4.0,-14.0
40,40,2019-10-28,DET,IND,96,94,2.0,110,-130,213.0,0.6097,0.4973,-3.0,0.0
41,41,2019-10-28,NY,CHI,105,98,2.0,115,-135,224.0,0.5694,0.3952,-1.5,2.5
42,42,2019-10-28,ATL,PHI,103,105,6.5,230,-280,221.0,0.4372,0.2957,1.5,5.5
43,43,2019-10-28,TOR,ORL,104,95,-5.0,-210,175,209.0,0.7946,0.6922,-8.5,-5.0
44,44,2019-10-28,NO,GS,123,134,-2.5,-140,120,235.5,0.3826,0.5978,3.0,-2.5
45,45,2019-10-28,MIL,CLE,129,112,-15.5,-3000,1200,224.5,0.899,0.894,-13.5,-13.0
46,46,2019-10-28,HOU,OKC,116,112,-10.0,-600,425,228.0,0.7574,0.8416,-7.0,-10.5
47,47,2019-10-28,SA,POR,113,110,-6.0,-250,200,223.0,0.5793,0.651,-2.0,-4.0
48,48,2019-10-28,PHX,UTA,95,96,5.0,160,-190,213.5,0.3308,0.4947,4.5,0.0
49,49,2019-10-28,SAC,DEN,94,101,5.5,180,-220,218.0,0.3987,0.3959,2.5,2.5
50,50,2019-10-28,LAC,CHA,111,96,-15.5,-3000,1200,228.0,0.7352,0.8977,-6.5,-13.5
51,51,2019-10-29,MIA,ATL,112,97,-8.5,-400,300,223.0,0.7217,0.8029,-6.0,-8.5
52,52,2019-10-29,DEN,DAL,106,109,-5.5,-230,185,212.5,0.7929,0.7245,-8.5,-6.0
53,53,2019-10-29,LAL,MEM,120,91,-11.5,-850,575,215.0,0.7049,0.8242,-5.5,-9.5
54,54,2019-10-30,ORL,NY,95,83,-9.5,-500,375,209.5,0.8649,0.8773,-11.5,-12.0
55,55,2019-10-30,PHI,MIN,117,95,-7.0,-310,250,222.5,0.7575,0.7312,-7.0,-6.0
56,56,2019-10-30,CLE,CHI,117,111,2.0,110,-130,216.5,0.6491,0.4994,-4.0,0.0
57,57,2019-10-30,TOR,DET,125,113,-9.5,-500,375,214.0,0.8598,0.8351,-11.5,-10.0
58,58,2019-10-30,BKN,IND,108,118,-3.0,-150,130,220.5,0.6518,0.6317,-4.0,-3.5
59,59,2019-10-30,BOS,MIL,116,105,3.5,142,-165,224.0,0.5633,0.473,-1.5,0.5
60,60,2019-10-30,WAS,HOU,158,159,8.0,275,-350,234.0,,,,
61,61,2019-10-30,OKC,POR,99,102,1.5,100,-120,221.5,0.5638,0.6307,-1.5,-3.5
62,62,2019-10-30,SAC,CHA,111,118,-7.5,-350,275,223.5,0.5943,0.7837,-2.5,-8.0
63,63,2019-10-30,UTA,LAC,110,96,-7.0,-280,230,216.5,0.7064,0.7226,-5.5,-6.0
64,64,2019-10-30,GS,PHX,110,121,-5.5,-230,185,230.5,0.8651,0.6511,-11.5,-4.0
65,65,2019-10-31,ATL,MIA,97,106,6.5,220,-270,215.5,0.5305,0.4629,-1.0,1.0
66,66,2019-10-31,NO,DEN,122,107,4.0,150,-180,223.5,0.3594,0.4569,3.5,1.0
67,67,2019-10-31,LAC,SA,103,97,-5.0,-200,170,229.0,0.6084,0.6873,-2.5,-5.0
68,68,2019-11-01,BKN,HOU,123,116,4.5,160,-190,244.0,0.3924,0.3346,2.5,4.5
69,69,2019-11-01,ORL,MIL,91,123,4.5,160,-190,215.0,0.5082,0.4897,0.0,0.5
70,70,2019-11-01,IND,CLE,102,95,-7.5,-330,260,215.0,0.7899,0.7409,-8.0,-6.5
71,71,2019-11-01,BOS,NY,104,102,-10.5,-700,500,212.0,0.9015,0.8959,-13.5,-13.5
72,72,2019-11-01,CHI,DET,112,106,-3.5,-165,142,216.0,0.4797,0.7273,0.5,-6.0
73,73,2019-11-01,DAL,LAL,110,119,1.5,105,-125,217.0,0.6189,0.5944,-3.0,-2.5
74,74,2019-11-01,SAC,UTA,102,101,5.0,175,-210,214.0,0.3687,0.436,3.5,1.5
75,75,2019-11-01,GS,SA,110,127,7.0,240,-300,223.0,0.655,0.5856,-4.0,-2.0
76,76,2019-11-02,OKC,NO,115,104,-2.0,-130,110,228.0,0.7823,0.6529,-8.0,-4.0
77,77,2019-11-02,DET,BKN,113,109,4.0,150,-180,222.5,0.5978,0.5184,-2.5,-0.5
78,78,2019-11-02,ORL,DEN,87,91,4.0,150,-180,199.5,0.5553,0.3948,-1.5,2.5
79,79,2019-11-02,MEM,PHX,105,114,3.0,130,-150,221.5,0.678,0.5587,-4.5,-1.5
80,80,2019-11-02,WAS,MIN,109,131,-3.0,-150,130,229.5,,,,
81,81,2019-11-02,MIL,TOR,115,105,-6.0,-260,210,226.5,0.6074,0.6609,-2.5,-4.0
82,82,2019-11-02,GS,CHA,87,93,6.0,205,-255,221.0,0.7389,0.6719,-6.5,-4.5
83,83,2019-11-02,POR,PHI,128,129,-1.0,-115,-105,223.5,0.6335,0.4594,-3.5,1.0
84,84,2019-11-03,IND,CHI,108,95,-2.0,-130,110,217.0,0.8009,0.5906,-8.5,-2.5
85,85,2019-11-03,MIA,HOU,129,100,3.0,135,-155,233.5,0.4932,0.2482,0.0,7.0
86,86,2019-11-03,NY,SAC,92,113,1.0,-105,-115,213.5,0.4901,0.3486,0.0,4.0
87,87,2019-11-03,SA,LAL,96,103,1.0,100,-120,217.5,0.7213,0.4413,-6.0,1.5
88,88,2019-11-03,CLE,DAL,111,131,5.5,180,-220,218.5,0.484,0.3487,0.5,4.0
89,89,2019-11-03,LAC,UTA,105,94,-4.5,-200,170,214.0,0.5647,0.5686,-1.5,-1.5
90,90,2019-11-04,WAS,DET,115,99,-4.0,-180,150,225.5,,,,
91,91,2019-11-04,BKN,NO,135,125,-3.5,-170,145,238.5,0.7254,0.6068,-6.0,-2.5
92,92,2019-11-04,MIN,MIL,106,134,7.5,260,-330,229.5,0.4338,0.4262,1.5,2.0
93,93,2019-11-04,MEM,HOU,100,107,5.5,190,-240,230.0,0.3542,0.3638,3.5,3.5
94,94,2019-11-04,PHX,PHI,114,109,0.0,-110,-110,224.0,0.3554,0.5662,3.5,-1.5
95,95,2019-11-04,GS,POR,127,118,12.0,600,-900,220.0,0.55,0.2036,-1.0,8.5
96,96,2019-11-05,CLE,BOS,113,119,6.0,210,-260,215.5,0.294,0.3675,5.5,3.5
97,97,2019-11-05,CHA,IND,122,120,2.5,115,-135,212.5,0.6127,0.4787,-3.0,0.5
98,98,2019-11-05,ATL,SA,108,100,5.5,190,-240,222.5,0.4555,0.445,1.0,1.5
99,99,2019-11-05,OKC,ORL,102,94,-2.5,-145,125,201.0,0.6814,0.6558,-4.5,-4.0
100,100,2019-11-05,CHI,LAL,112,118,7.0,250,-310,215.5,0.3916,0.4447,2.5,1.5
101,101,2019-11-05,DEN,MIA,109,89,-5.0,-220,180,211.0,0.6782,0.8477,-4.5,-10.5
102,102,2019-11-06,DET,NY,122,102,-3.5,-165,142,206.0,0.8104,0.7816,-9.0,-8.0
103,103,2019-11-06,IND,WAS,121,106,-3.0,-150,130,227.0,0.7151,0.597,-5.5,-2.5
104,104,2019-11-06,TOR,SAC,124,120,-8.0,-350,275,219.0,0.8757,0.7452,-12.0,-6.5
105,105,2019-11-06,HOU,GS,129,112,-16.0,-2500,1100,229.0,0.7369,0.9693,-6.5,-21.5
106,106,2019-11-06,ATL,CHI,93,113,0.0,-110,-110,221.5,0.7583,0.4691,-7.0,1.0
107,107,2019-11-06,MEM,MIN,137,121,3.5,145,-170,224.5,0.508,0.4837,0.0,0.5
108,108,2019-11-06,DAL,ORL,107,106,-7.0,-310,250,207.5,0.6187,0.7569,-3.0,-7.0
109,109,2019-11-06,UTA,PHI,106,104,-3.0,-150,130,209.0,0.6203,0.6261,-3.0,-3.0
110,110,2019-11-06,LAC,MIL,124,129,6.5,220,-270,228.5,0.4607,0.5414,1.0,-1.0
111,111,2019-11-07,CHA,BOS,87,108,7.0,250,-310,214.5,0.4753,0.2935,0.5,5.5
112,112,2019-11-07,SA,OKC,121,112,-5.0,-200,170,211.5,0.6513,0.5731,-4.0,-2.0
113,113,2019-11-07,PHX,MIA,108,124,-2.0,-130,110,220.0,0.4663,0.657,1.0,-4.0
114,114,2019-11-07,LAC,POR,107,101,-5.5,-240,190,231.0,0.5817,0.7182,-2.0,-6.0
115,115,2019-11-08,IND,DET,112,106,-6.0,-260,210,210.0,0.7058,0.6926,-5.5,-5.0
116,116,2019-11-08,WAS,CLE,100,113,-4.5,-190,160,233.0,,,,
117,117,2019-11-08,ORL,MEM,118,86,-7.5,-330,260,208.5,0.7384,0.7184,-6.5,-6.0
118,118,2019-11-08,ATL,SAC,109,121,3.0,130,-150,225.5,0.6146,0.4879,-3.0,0.5
119,119,2019-11-08,MIN,GS,125,119,-11.5,-750,525,228.5,0.5728,0.9322,-2.0,-16.5
120,120,2019-11-08,NO,TOR,104,122,2.5,115,-135,232.5,0.2739,0.4938,6.0,0.0
121,121,2019-11-08,DAL,NY,102,106,-11.0,-700,500,215.5,0.8498,0.9304,-11.0,-16.0
122,122,2019-11-08,UTA,MIL,103,100,2.0,115,-135,217.5,0.5086,0.6344,0.0,-3.5
123,123,2019-11-08,DEN,PHI,100,97,-5.0,-220,180,211.5,0.6292,0.6308,-3.5,-3.5
124,124,2019-11-08,POR,BKN,115,119,-3.5,-170,145,239.5,0.7606,0.6301,-7.0,-3.5
125,125,2019-11-08,LAL,MIA,95,80,-8.5,-425,325,218.0,0.6059,0.7752,-2.5,-7.5
126,126,2019-11-09,SA,BOS,115,135,-1.5,-125,105,218.5,0.5624,0.4396,-1.5,1.5
127,127,2019-11-09,CHA,NO,110,115,1.5,105,-125,232.0,0.727,0.4945,-6.0,0.0
128,128,2019-11-09,OKC,GS,114,108,-12.5,-900,600,216.0,0.6529,0.9273,-4.0,-16.0
129,129,2019-11-09,MEM,DAL,122,138,5.5,190,-240,222.0,0.5482,0.4227,-1.0,2.0
130,130,2019-11-09,CHI,HOU,94,117,6.5,225,-275,234.0,0.2918,0.2782,5.5,6.0
131,131,2019-11-10,MIN,DEN,98,100,4.0,150,-180,219.0,0.4936,0.5169,0.0,-0.5
132,132,2019-11-10,ORL,IND,102,109,-4.5,-200,170,202.5,0.6439,0.7641,-3.5,-7.5
133,133,2019-11-10,PHI,CHA,114,106,-14.0,-1200,750,213.5,0.8012,0.9434,-8.5,-17.5
134,134,2019-11-10,OKC,MIL,119,121,9.0,325,-425,219.5,0.445,0.297,1.5,5.5
135,135,2019-11-10,NY,CLE,87,108,-2.0,-130,110,213.0,0.5587,0.4269,-1.5,2.0
136,136,2019-11-10,PHX,BKN,138,112,-3.0,-150,130,231.5,0.5196,0.7047,-0.5,-5.5
137,137,2019-11-10,POR,ATL,124,113,-9.0,-425,325,226.0,0.8293,0.8327,-10.0,-10.0
138,138,2019-11-10,LAL,TOR,104,113,-10.5,-650,450,210.5,0.4442,0.8276,1.5,-9.5
139,139,2019-11-11,DET,MIN,114,120,-4.0,-185,155,223.5,0.5843,0.5557,-2.0,-1.5
140,140,2019-11-11,BOS,DAL,116,106,-3.0,-145,125,220.0,0.803,0.6623,-8.5,-4.0
141,141,2019-11-11,SA,MEM,109,113,-10.5,-650,450,224.0,0.8062,0.6787,-9.0,-4.5
142,142,2019-11-11,NO,HOU,116,122,7.5,275,-350,242.5,0.3234,0.3473,4.5,4.0
143,143,2019-11-11,GS,UTA,108,122,8.0,300,-400,211.5,0.5361,0.1851,-1.0,9.0
144,144,2019-11-11,LAC,TOR,98,88,-10.0,-500,375,221.5,0.4485,0.8427,1.5,-10.5
145,145,2019-11-12,PHI,CLE,98,97,-11.0,-750,525,220.5,0.8628,0.8304,-11.5,-10.0
146,146,2019-11-12,IND,OKC,111,85,-1.5,-120,100,212.5,0.6124,0.5356,-3.0,-1.0
147,147,2019-11-12,MIA,DET,117,108,-8.5,-400,300,215.0,0.77,0.7736,-7.5,-7.5
148,148,2019-11-12,CHI,NY,120,102,-6.5,-275,225,212.0,0.7396,0.8089,-6.5,-9.0
149,149,2019-11-12,PHX,LAL,115,123,3.5,142,-165,221.0,0.4902,0.5226,0.0,-0.5
150,150,2019-11-12,DEN,ATL,121,125,-10.5,-650,450,209.5,0.8541,0.9286,-11.0,-16.0
151,151,2019-11-12,UTA,BKN,119,114,-7.0,-300,240,220.0,0.7966,0.8335,-8.5,-10.0
152,152,2019-11-12,SAC,POR,107,99,1.5,105,-125,222.5,0.4597,0.5918,1.0,-2.5
153,153,2019-11-13,ORL,PHI,112,97,-2.0,-130,110,207.5,0.4955,0.6929,0.0,-5.0
154,154,2019-11-13,CHA,MEM,117,119,-2.5,-140,120,221.0,0.6992,0.5407,-5.0,-1.0
155,155,2019-11-13,HOU,LAC,102,93,-2.0,-135,115,233.5,0.7339,0.6823,-6.5,-4.5
156,156,2019-11-13,BOS,WAS,140,133,-7.0,-310,250,230.0,0.8703,0.8345,-12.0,-10.0
157,157,2019-11-13,MIN,SA,129,114,-1.5,-120,100,228.5,0.5986,0.769,-2.5,-7.5
158,158,2019-11-13,POR,TOR,106,114,-3.5,-160,140,218.5,0.4825,0.5823,0.5,-2.0
159,159,2019-11-13,LAL,GS,120,94,-9.0,-450,350,219.0,0.6821,0.7924,-4.5,-8.5
160,160,2019-11-14,CLE,MIA,97,108,4.5,170,-200,215.0,0.3992,0.4973,2.5,0.0
161,161,2019-11-14,MIL,CHI,124,115,-11.5,-800,550,228.5,0.916,0.9052,-15.0,-14.0
162,162,2019-11-14,NY,DAL,106,103,8.0,270,-340,214.5,0.3446,0.1888,4.0,9.0
163,163,2019-11-14,NO,LAC,132,127,4.0,160,-190,233.0,0.4194,0.6393,2.0,-3.5
164,164,2019-11-14,PHX,ATL,128,112,-8.0,-340,270,229.5,0.6518,0.8662,-4.0,-11.5
165,165,2019-11-14,DEN,BKN,101,93,-7.5,-350,275,222.5,0.7741,0.8725,-7.5,-12.0
166,166,2019-11-15,CHA,DET,109,106,4.0,150,-180,220.5,0.6544,0.4632,-4.0,1.0
167,167,2019-11-15,ORL,SA,111,109,-2.5,-145,125,211.0,0.6323,0.8202,-3.5,-9.5
168,168,2019-11-15,MIN,WAS,116,137,-6.0,-250,200,239.5,0.7611,0.8059,-7.0,-9.0
169,169,2019-11-15,HOU,IND,111,102,-6.0,-260,210,226.5,0.7729,0.8546,-7.5,-11.0
170,170,2019-11-15,OKC,PHI,127,119,3.5,140,-160,214.5,0.5536,0.3842,-1.5,3.0
171,171,2019-11-15,MEM,UTA,107,106,8.0,275,-350,215.0,0.3573,0.3574,3.5,3.5
172,172,2019-11-15,GS,BOS,100,105,7.0,250,-310,223.0,0.4402,0.3428,1.5,4.0
173,173,2019-11-15,LAL,SAC,99,97,-10.5,-600,425,214.0,0.756,0.8157,-7.0,-9.0
174,174,2019-11-16,CHI,BKN,111,117,-4.0,-180,150,225.0,0.5,0.7272,0.0,-6.0
175,175,2019-11-16,IND,MIL,83,102,7.5,260,-330,220.0,0.4175,0.2639,2.0,6.5
176,176,2019-11-16,NY,CHA,102,103,-4.0,-180,150,213.0,0.4088,0.5843,2.5,-2.0
177,177,2019-11-16,MIN,HOU,105,125,-2.0,-135,115,231.5,0.3963,0.5852,2.5,-2.0
178,178,2019-11-16,MIA,NO,109,94,-8.0,-330,260,226.5,0.8054,0.7678,-9.0,-7.5
179,179,2019-11-16,DAL,TOR,110,102,-4.5,-185,155,218.0,0.351,0.758,4.0,-7.0
180,180,2019-11-16,SA,POR,116,121,-1.5,-130,110,226.0,0.5821,0.489,-2.0,0.5
181,181,2019-11-16,LAC,ATL,150,101,-9.0,-500,375,224.0,0.8102,0.8558,-9.0,-11.0
182,182,2019-11-17,CLE,PHI,95,114,7.5,250,-310,216.0,0.3495,0.2934,4.0,5.5
183,183,2019-11-17,SAC,BOS,100,99,2.5,125,-145,215.0,0.3721,0.5021,3.0,0.0
184,184,2019-11-17,MEM,DEN,114,131,6.5,225,-275,215.0,0.398,0.4296,2.5,2.0
185,185,2019-11-17,ORL,WAS,125,121,-5.5,-240,190,226.0,0.7361,0.7857,-6.5,-8.0
186,186,2019-11-17,NO,GS,108,100,-3.5,-160,140,226.5,0.5228,0.7628,-0.5,-7.0
187,187,2019-11-17,LAL,ATL,122,101,-14.5,-1600,900,220.5,0.822,0.9314,-9.5,-16.0
188,188,2019-11-18,NY,CLE,123,105,-5.5,-240,190,210.0,0.5275,0.4764,-0.5,0.5
189,189,2019-11-18,BKN,IND,86,115,-2.5,-140,120,214.0,0.5865,0.6287,-2.0,-3.5
190,190,2019-11-18,TOR,CHA,132,96,-8.5,-400,300,214.5,0.8647,0.8078,-11.5,-9.0
191,191,2019-11-18,CHI,MIL,101,115,8.5,300,-400,231.0,0.2028,0.2454,8.5,7.0
192,192,2019-11-18,HOU,POR,132,108,-7.0,-310,250,231.0,0.7563,0.8232,-7.0,-9.5
193,193,2019-11-18,DAL,SA,117,110,-5.0,-200,170,224.0,0.6223,0.8345,-3.0,-10.0
194,194,2019-11-18,UTA,MIN,102,112,-9.5,-500,375,219.5,0.804,0.8207,-9.0,-9.5
195,195,2019-11-18,PHX,BOS,85,99,-2.5,-135,115,226.0,0.3419,0.7003,4.0,-5.5
196,196,2019-11-18,LAC,OKC,90,88,-7.5,-400,300,221.5,0.6778,0.693,-4.5,-5.0
197,197,2019-11-19,NO,POR,115,104,-3.5,-160,140,231.5,0.4419,0.7633,1.5,-7.5
198,198,2019-11-19,MEM,GS,95,114,-6.0,-260,210,221.5,0.5344,0.7965,-1.0,-8.5
199,199,2019-11-19,SAC,PHX,120,116,-3.0,-155,135,219.0,0.6936,0.608,-5.0,-2.5
200,200,2019-11-19,LAL,OKC,112,107,-11.0,-700,500,209.5,0.6798,0.7992,-4.5,-8.5
201,201,2019-11-20,PHI,NY,109,104,-12.5,-900,600,210.5,0.9067,0.9373,-14.0,-17.0
202,202,2019-11-20,WAS,SA,138,132,2.0,110,-130,237.5,,,,
203,203,2019-11-20,MIA,CLE,124,100,-9.5,-500,375,213.5,0.8607,0.8028,-11.5,-8.5
204,204,2019-11-20,ATL,MIL,127,135,11.0,500,-700,232.0,0.2207,0.1842,8.0,9.0
205,205,2019-11-20,DAL,GS,142,94,-15.0,-1600,900,216.0,0.6363,0.9651,-3.5,-20.5
206,206,2019-11-20,BKN,CHA,101,91,-4.5,-190,160,219.0,0.6473,0.6858,-4.0,-5.0
207,207,2019-11-20,TOR,ORL,113,97,-3.0,-150,130,207.0,0.8177,0.5769,-9.5,-2.0
208,208,2019-11-20,CHI,DET,109,89,1.0,-105,-115,222.5,0.5398,0.5964,-1.0,-2.5
209,209,2019-11-20,MIN,UTA,95,103,3.0,130,-150,222.0,0.4947,0.567,0.0,-1.5
210,210,2019-11-20,DEN,HOU,105,95,-1.5,-125,105,221.5,0.5459,0.5474,-1.0,-1.0
211,211,2019-11-20,LAC,BOS,107,104,-7.0,-300,240,217.0,0.5231,0.7994,-0.5,-8.5
212,212,2019-11-21,MIL,POR,137,129,-14.0,-1200,750,228.5,0.8196,0.918,-9.5,-15.0
213,213,2019-11-21,PHX,NO,121,124,-3.0,-155,135,234.0,0.621,0.7421,-3.0,-6.5
214,214,2019-11-22,DET,ATL,128,103,-6.0,-265,215,226.5,0.6833,0.7135,-5.0,-5.5
215,215,2019-11-22,WAS,CHA,125,118,-6.0,-250,200,234.5,,,,
216,216,2019-11-22,BKN,SAC,116,97,-2.0,-135,115,214.0,0.6317,0.516,-3.5,-0.5
217,217,2019-11-22,PHI,SA,115,104,-7.0,-300,240,221.0,0.7576,0.8799,-7.0,-12.5
218,218,2019-11-22,CHI,MIA,108,116,4.5,160,-190,217.0,0.366,0.4654,3.5,1.0
219,219,2019-11-22,OKC,LAL,127,130,4.5,170,-200,209.5,0.587,0.5371,-2.0,-1.0
220,220,2019-11-22,DAL,CLE,143,101,-10.0,-650,450,221.5,0.8304,0.8388,-10.0,-10.0
221,221,2019-11-22,DEN,BOS,96,92,-5.0,-210,175,206.5,0.5959,0.7052,-2.5,-5.5
222,222,2019-11-22,UTA,GS,113,109,-16.0,-3500,1300,208.5,0.7777,0.9728,-8.0,-22.0
223,223,2019-11-22,LAC,HOU,122,119,-5.5,-210,175,226.5,0.5136,0.679,-0.5,-4.5
224,224,2019-11-23,MIN,PHX,98,100,-4.5,-200,170,234.5,0.7248,0.6332,-6.0,-3.5
225,225,2019-11-23,CHA,CHI,115,116,2.0,110,-130,219.5,0.7236,0.4776,-6.0,0.5
226,226,2019-11-23,IND,ORL,111,106,-6.5,-275,225,201.5,0.6781,0.6117,-4.5,-3.0
227,227,2019-11-23,PHI,MIA,113,86,-5.5,-250,200,211.5,0.6679,0.7177,-4.5,-6.0
228,228,2019-11-23,NY,SA,104,111,3.0,135,-155,217.0,0.3674,0.5629,3.5,-1.5
229,229,2019-11-23,ATL,TOR,116,119,7.5,260,-330,223.5,0.2276,0.3345,7.5,4.5
230,230,2019-11-23,MEM,LAL,108,109,8.0,280,-360,225.5,0.3853,0.3962,3.0,2.5
231,231,2019-11-23,CLE,POR,110,104,6.5,225,-275,226.0,0.3513,0.5677,4.0,-1.5
232,232,2019-11-23,MIL,DET,104,90,-13.0,-1200,750,225.5,0.9013,0.8969,-13.5,-13.5
233,233,2019-11-23,UTA,NO,128,120,-5.5,-240,190,226.0,0.8197,0.7298,-9.5,-6.0
234,234,2019-11-24,HOU,DAL,123,137,-5.5,-240,190,230.0,0.7882,0.7473,-8.0,-6.5
235,235,2019-11-24,WAS,SAC,106,113,-2.5,-135,115,233.0,,,,
236,236,2019-11-24,NY,BKN,101,103,2.5,115,-135,215.0,0.386,0.4054,3.0,2.5
237,237,2019-11-24,DEN,PHX,116,104,-11.0,-700,500,214.0,0.8489,0.8389,-10.5,-10.0
238,238,2019-11-24,LAC,NO,134,109,-13.0,-1200,750,233.0,0.8003,0.8786,-8.5,-12.5
239,239,2019-11-25,DET,ORL,103,88,-4.5,-190,160,207.5,0.5211,0.5511,-0.5,-1.5
240,240,2019-11-25,IND,MEM,126,114,-9.5,-500,375,217.0,0.8166,0.7098,-9.5,-5.5
241,241,2019-11-25,CLE,BKN,106,108,-1.0,-120,100,218.5,0.4629,0.6544,1.0,-4.0
242,242,2019-11-25,TOR,PHI,101,96,1.5,105,-125,212.0,0.7352,0.4486,-6.5,1.5
243,243,2019-11-25,BOS,SAC,103,102,-6.0,-290,235,205.5,0.8286,0.8045,-10.0,-9.0
244,244,2019-11-25,MIA,CHA,117,100,-10.5,-700,500,212.5,0.7947,0.8421,-8.5,-10.5
245,245,2019-11-25,ATL,MIN,113,125,4.5,160,-190,236.5,0.5006,0.4488,0.0,1.5
246,246,2019-11-25,MIL,UTA,122,118,-8.5,-425,325,226.5,0.7695,0.7216,-7.5,-6.0
247,247,2019-11-25,CHI,POR,94,117,1.0,100,-120,225.5,0.4173,0.6297,2.0,-3.5
248,248,2019-11-25,SA,LAL,104,114,4.5,170,-200,222.5,0.5278,0.3167,-0.5,5.0
249,249,2019-11-25,GS,OKC,97,100,7.5,260,-330,213.0,0.5838,0.2413,-2.0,7.0
250,250,2019-11-26,DAL,LAC,99,114,1.5,105,-125,226.5,0.5992,0.5202,-2.5,-0.5
251,251,2019-11-26,DEN,WAS,117,104,-10.5,-650,450,227.5,0.8367,0.8984,-10.0,-13.5
252,252,2019-11-27,IND,UTA,121,102,0.0,-110,-110,207.5,0.572,0.4545,-2.0,1.0
